GENE,fA,fC,fG,fT,rAC,rAG,rAT,rCG,rCT,rGT,ALPH,NDAP,SAME_SEQ1,SAME_SEQ2,SEED,SECS
0649,"19_0_0,19_0_0,18_0_0,1_0_0,11_0_0,4_0_0","21_0_0,22_0_0,14_0_0,2_0_0,9_0_0,7_0_0",22,121152538,0.179,0.086,0.304,0.430,0,8.797752,7681.811876,6264.895623,2140.898108,0.000100,17838.894075,1.000000,3.294077
0650,"18_0_0,11_0_0","14_0_0,9_0_0",24,845246241,0.210,0.207,0.267,0.316,0,1.280487,25.738636,15.140718,11.396303,14.144378,50.393580,1.000000,2.360313
0651,"24_1_0,24_1_0,24_1_0,15_0_0,18_0_0,24_0_0,4_0_0","20_1_0,14_1_0,18_1_0,22_0_0,14_0_0,20_0_0,7_0_0",22,497442865,0.353,0.258,0.153,0.236,0,0.924456,0.831005,1.666924,1.160907,2.442648,9.085054,1.000000,1.310857
0652,"19_0_0,19_0_0,11_0_0,4_0_0","15_0_0,22_0_0,9_0_0,7_0_0",25,892832625,0.266,0.389,0.125,0.220,0,1.707989,515.852118,2328.499265,731.529622,706.057278,1362.524441,1.000000,1.904460
0653,"18_0_0,11_0_0","14_0_0,9_0_0",24,985741680,0.373,0.153,0.199,0.276,0,1.277877,38.105684,143.972518,55.183754,83.596687,521.853293,1.000000,1.789615
0654,"14_0_0,23_0_0,20_0_0","18_0_0,17_0_0,24_0_0",20,904872751,0.320,0.204,0.207,0.269,0,0.967222,4.126185,10.541123,1.214871,0.316348,18.463351,1.000000,0.198126
0655,"14_1_0","18_1_0",23,397009057,0.484,0.140,0.275,0.101,0,0.594764,3.007911,2.304612,0.000100,6.840073,21.009731,1.000000,5.685118
0656,"15_0_0,18_0_0,1_0_0","22_0_0,14_0_0,2_0_0",19,944459338,0.358,0.195,0.232,0.214,0,0.537325,19.796490,35.120092,0.000100,69.527399,188.416902,1.000000,1.921070
0657,"9_0_0","11_0_0",18,642904967,0.352,0.165,0.171,0.312,0,0.297019,528.610428,8440.143158,1111.531558,6014.912128,2899.355479,1.000000,0.543074
0658,"18_0_0,11_0_0","14_0_0,9_0_0",18,757162112,0.273,0.151,0.237,0.339,0,0.300753,9669.573242,6741.474032,0.000100,5777.515070,7724.976411,1.000000,0.948031
0659,"NA","NA",24,19932324,0.381,0.127,0.181,0.311,0,1.269718,8.124274,12.499145,3.538733,20.503969,24.014365,1.000000,2.039807
0660,"1_0_0,11_1_0,11_0_0","2_0_0,9_1_0,9_0_0",22,59535563,0.497,0.071,0.274,0.158,0,0.516829,7.071960,4.593030,0.206236,0.000100,27.267487,1.000000,6.537317
0661,"11_1_0,19_0_0,19_0_0,2_0_0","9_1_0,22_0_0,15_0_0,1_0_0",25,574760933,0.192,0.212,0.232,0.364,0,1.450051,13.370383,16.220501,0.000100,4.243999,21.724411,1.000000,1.476924
0662,"9_3_0,18_0_0,1_0_0,13_0_0,11_0_0","11_3_0,14_0_0,2_0_0,13_7_0,9_0_0",18,47768498,0.357,0.168,0.193,0.282,0,0.206265,1787.399469,1746.849333,105.776165,0.000100,1008.677899,1.000000,1.956757
0663,"4_0_0","7_0_0",20,559048997,0.350,0.202,0.127,0.322,0,0.518092,6.160978,18.459471,3.503973,8.413838,20.113861,1.000000,1.398292
0664,"2_0_0,1_1_0,14_0_0","1_0_0,2_1_0,18_0_0",22,167043503,0.362,0.169,0.252,0.216,0,0.796828,1.087161,2.217807,1.527673,1.482973,3.697221,1.000000,0.627750
0665,"18_2_0,19_0_0,19_0_0,19_0_0,18_0_0,1_0_0,11_0_0","14_2_0,15_0_0,19_1_0,22_0_0,14_0_0,2_0_0,9_0_0",18,769011175,0.237,0.185,0.237,0.341,0,0.321892,13.327726,34.074450,9.682446,3.153931,47.369437,1.000000,1.493243
0666,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",19,16764374,0.350,0.170,0.192,0.288,0,0.381125,3.648071,2.468980,0.472501,0.000100,4.008650,1.000000,0.966078
0667,"15_0_0,1_0_0","22_0_0,2_0_0",20,276975412,0.220,0.175,0.207,0.398,0,0.406841,1972.058418,1600.455813,361.435131,1026.172492,1028.842069,1.000000,1.653512
0668,"18_0_0,11_0_0,7_1_0","14_0_0,9_0_0,7_0_0",22,962753100,0.535,0.128,0.160,0.177,0,0.887236,0.405139,1.968720,0.155760,7.725794,9.242780,1.000000,1.216806
0669,"19_1_0,18_0_0,11_0_0","22_1_0,14_0_0,9_0_0",22,185476808,0.377,0.223,0.123,0.277,0,0.748433,0.946390,2.340594,0.000100,0.740605,3.495051,1.000000,0.909944
0670,"21_0_0,21_0_0","9_0_0,11_0_0",21,389076162,0.107,0.221,0.358,0.314,0,0.865276,214.505581,7430.118444,3743.616890,1517.970035,2152.841746,1.000000,0.571180
0671,"23_0_0,18_0_0,11_0_0,1_0_0,4_0_0","23_2_0,14_0_0,9_0_0,2_0_0,7_0_0",21,441583352,0.371,0.266,0.171,0.192,0,0.255348,3579.585169,13254.502916,4129.194349,1307.246726,4414.549725,1.000000,0.945395
0672,"11_0_0,2_0_0","9_0_0,1_0_0",18,504884996,0.332,0.175,0.332,0.160,0,0.274893,0.468907,0.426158,0.250431,0.400188,2.357707,1.000000,0.528590
0673,"24_0_0,1_0_0","20_0_0,2_0_0",22,40760249,0.225,0.188,0.300,0.288,0,0.533395,4.230566,6.798405,3.501935,1.232194,5.904486,1.000000,0.998405
0674,"18_0_0,24_0_0,11_0_0,1_0_0,1_0_0","14_0_0,16_0_0,9_0_0,2_0_0,1_1_0",22,857743264,0.290,0.280,0.163,0.267,0,0.574192,1582.563515,11178.068752,1607.414037,5024.411578,3437.785881,1.000000,0.971432
0675,"1_0_0,14_0_0,4_0_0","2_0_0,18_0_0,7_0_0",16,361842560,0.115,0.168,0.424,0.293,0,0.318098,4700.880948,6711.166389,7503.189296,4841.504921,8357.450719,1.000000,0.397488
0676,"25_0_0,2_1_0,1_0_0,11_0_0,11_0_0","25_3_0,1_1_0,2_0_0,9_0_0,21_0_0",21,658482559,0.269,0.246,0.203,0.282,0,0.500710,18993.839386,33634.004668,9633.596507,1057.033524,28284.405631,1.000000,2.917606
0677,"18_0_0,4_0_0,11_0_0","14_0_0,7_0_0,9_0_0",21,712477582,0.330,0.127,0.295,0.248,0,0.816888,11.332702,7.054130,0.000100,3.080157,24.459759,1.000000,1.375340
0678,"11_0_0,11_1_0","9_0_0,9_1_0",25,287987397,0.289,0.177,0.209,0.325,0,1.755795,3.274988,3.847099,0.358257,3.831602,6.199735,1.000000,4.473487
0679,"18_5_0,6_2_0,18_3_0,23_4_0,25_0_0,11_0_0,14_0_0","14_5_0,6_0_0,14_3_0,17_4_0,21_0_0,9_0_0,18_0_0",25,303860583,0.249,0.366,0.154,0.231,0,0.751937,0.597728,6.113031,1.252345,0.915896,3.586423,1.000000,8.262588
0680,"19_0_0,23_0_0,18_0_0,1_0_0,11_0_0,7_1_0","22_0_0,17_0_0,14_0_0,2_0_0,9_0_0,7_0_0",17,638363777,0.268,0.132,0.215,0.385,0,0.415035,52.389389,35.695161,0.000100,0.000100,60.170359,1.000000,1.208640
0681,"NA","NA",17,343479431,0.200,0.192,0.284,0.324,0,0.572895,2363.272690,3018.933398,4805.642530,501.211323,4286.982608,1.000000,0.329699
0682,"23_0_0,18_0_0,11_1_0,11_0_0","17_0_0,14_0_0,9_1_0,9_0_0",23,790262996,0.163,0.278,0.205,0.354,0,0.443859,7.823463,11.533202,11.136742,0.000100,11.316999,1.000000,2.106980
0683,"6_1_0,18_0_0,11_0_0","6_0_0,14_0_0,9_0_0",24,10153746,0.190,0.310,0.218,0.283,0,1.635106,3.952888,12.215988,0.000100,2.522504,10.785827,1.000000,2.666053
0684,"4_0_0,1_0_0,11_0_0","7_0_0,2_0_0,9_0_0",25,274942640,0.288,0.151,0.326,0.235,0,1.223037,5.369508,1.819606,0.790364,0.958754,4.553413,1.000000,1.228274
0685,"18_0_0,18_0_0,18_0_0","20_0_0,14_0_0,20_2_0",23,36736735,0.289,0.193,0.277,0.241,0,1.307813,2100.111557,1801.891176,2546.800177,999.281592,8250.460442,1.000000,6.789285
0686,"9_3_0,25_0_0,4_0_0","11_3_0,6_0_0,7_0_0",23,961640998,0.239,0.104,0.387,0.271,0,1.132150,77.446955,43.029059,0.530488,17.142520,184.887625,1.000000,1.325254
0687,"24_0_0,11_0_0,1_0_0","20_0_0,21_0_0,2_0_0",19,375865721,0.180,0.360,0.220,0.240,0,0.648002,1.954712,3.643308,0.518600,1.048880,3.052260,1.000000,0.692081
0688,"18_2_0,1_0_0,11_1_0,11_1_0","14_2_0,2_0_0,11_0_0,9_1_0",25,122416127,0.281,0.171,0.260,0.288,0,0.857971,9.767837,8.702114,5.372647,4.631836,21.464837,1.000000,3.017705
0689,"4_1_0,18_0_0,18_3_0,21_0_0,21_0_0,11_1_0,14_1_0,4_0_0","7_1_0,14_0_0,14_3_0,11_0_0,9_0_0,9_1_0,18_1_0,7_0_0",23,100920276,0.232,0.202,0.140,0.426,0,0.533831,73.631523,275.772162,13.764920,116.389413,189.180460,1.000000,8.918554
0690,"14_1_0,14_0_0,24_0_0,2_0_0","18_1_0,18_0_0,20_0_0,1_0_0",20,817745522,0.290,0.238,0.225,0.248,0,0.473626,2.391988,4.792052,0.901997,0.000100,3.789010,1.000000,0.547094
0691,"9_0_0,14_0_0","21_0_0,18_0_0",24,714500905,0.331,0.253,0.139,0.278,0,2.349565,4637.934198,10002.416899,3652.955322,604.277918,4534.914040,1.000000,0.582128
0692,"1_0_0,14_0_0","2_0_0,18_0_0",19,517857722,0.283,0.086,0.326,0.305,0,0.477116,1.344525,0.674146,0.000100,0.000100,2.210443,1.000000,0.452838
0693,"18_0_0,17_0_0,4_0_0,1_0_0,11_0_0,11_0_0","14_0_0,16_0_0,7_0_0,2_0_0,9_0_0,21_0_0",21,830518482,0.330,0.248,0.181,0.241,0,0.429438,2030.273527,2746.146671,0.000100,2963.764171,6533.770670,1.000000,4.255572
0694,"18_0_0,11_0_0","14_0_0,9_0_0",17,283534542,0.516,0.240,0.110,0.135,0,0.273842,804.537708,2204.078610,1035.824330,4340.524851,3593.665804,1.000000,2.216322
0696,"18_0_0,1_0_0,11_0_0,14_1_0","14_0_0,2_0_0,9_0_0,18_1_0",23,297343146,0.240,0.317,0.224,0.219,0,0.450871,4.987649,23.139257,5.688408,4.886482,10.501483,1.000000,7.894696
0697,"18_2_0,18_0_0,1_0_0","14_2_0,14_0_0,2_0_0",25,662123284,0.404,0.187,0.253,0.156,0,2.160758,1.143654,2.172046,0.933817,1.085251,7.043957,1.000000,1.168370
0698,"23_0_0,21_0_0,21_0_0,4_0_0","17_0_0,11_0_0,9_0_0,7_0_0",22,877167546,0.262,0.145,0.315,0.278,0,0.838913,10.471564,10.417201,3.636642,2.153256,13.497154,1.000000,1.309314
0699,"19_0_0,18_0_0,11_0_0","22_0_0,14_0_0,9_0_0",21,402704913,0.458,0.185,0.234,0.123,0,0.534896,0.161764,0.363543,0.411285,0.385860,2.117025,1.000000,1.009623
0700,"18_2_0,18_0_0,4_0_0","14_2_0,14_0_0,7_0_0",23,710235900,0.239,0.333,0.164,0.264,0,0.503837,0.590671,2.483236,1.032618,1.240477,1.876490,1.000000,2.257554
0701,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",24,839444520,0.311,0.184,0.339,0.166,0,0.922077,2.324711,1.850208,0.051559,1.518245,5.320923,1.000000,1.506541
0702,"9_0_0,9_0_0,14_0_0","11_0_0,21_0_0,18_0_0",23,918526960,0.286,0.175,0.257,0.282,0,0.578619,6.613900,4.873308,0.310937,0.388435,3.053413,1.000000,0.851642
0704,"14_0_0","18_0_0",20,346112159,0.230,0.127,0.247,0.397,0,0.594380,5.508052,16.684210,3.160157,11.445957,6.941327,1.000000,0.771642
0705,"19_0_0,19_0_0,15_0_0,1_2_0,1_2_0","4_0_0,7_0_0,22_0_0,1_0_0,2_0_0",25,766049715,0.318,0.195,0.233,0.253,0,1.387503,4.909452,18.420902,3.008809,2.302043,19.882033,1.000000,1.367743
0706,"4_0_0,23_0_0,18_1_0,18_1_0","7_0_0,17_0_0,18_0_0,14_0_0",22,391129976,0.386,0.129,0.169,0.315,0,0.928647,8910.667061,8762.402198,2886.493849,4479.054392,0.000100,1.000000,0.765220
0707,"18_0_0,1_0_0,11_0_0,4_0_0","14_0_0,2_0_0,9_0_0,7_0_0",22,88603799,0.302,0.248,0.200,0.250,0,0.813358,0.737258,1.786987,0.111194,0.000100,1.710286,1.000000,1.185471
0708,"1_2_0,14_0_0","2_2_0,18_0_0",22,466009090,0.200,0.182,0.202,0.416,0,0.688384,18939.082116,25871.176725,142.769687,11044.336043,19079.545326,1.000000,0.831251
0709,"12_1_0,14_0_0","12_0_0,18_0_0",24,103534061,0.236,0.229,0.198,0.337,0,1.271246,4.168406,6.989614,2.663128,1.622244,3.958868,1.000000,1.039414
0710,"18_0_0,24_0_0,11_0_0,11_0_0","14_0_0,20_0_0,9_0_0,21_0_0",23,374553958,0.353,0.267,0.131,0.249,0,0.722640,281.742505,322.886591,144.805962,125.261136,466.567407,1.000000,0.747744
0711,"11_0_0,14_0_0,4_1_0","9_0_0,18_0_0,7_1_0",19,242369619,0.286,0.160,0.126,0.428,0,0.839971,3.302372,6.133526,0.000100,0.000100,3.488772,1.000000,5.698870
0712,"19_0_0,19_0_0,19_0_0,1_1_0,18_0_0,1_0_0,11_0_0","22_0_0,19_3_0,22_3_0,2_1_0,14_0_0,2_0_0,9_0_0",21,353175922,0.333,0.189,0.257,0.221,0,0.251515,11927.821365,18544.463530,546.646818,358.923208,20298.729460,1.000000,1.816047
0713,"23_0_0,18_0_0","17_0_0,14_0_0",21,923814690,0.302,0.100,0.158,0.440,0,0.847599,2739.649975,2718.890472,295.102689,2305.458611,5375.265884,1.000000,0.869508
0714,"19_0_0,18_0_0,11_0_0,1_0_0","22_0_0,14_0_0,9_0_0,2_0_0",23,482880272,0.257,0.157,0.193,0.393,0,1.401001,5696.646312,11812.353957,2240.731092,4141.249265,6995.981647,1.000000,0.808553
0715,"4_1_0,18_0_0,19_0_0,11_0_0,14_1_0","7_1_0,14_0_0,22_0_0,9_0_0,18_1_0",24,354801791,0.305,0.150,0.183,0.362,0,0.538256,7326.032900,19745.151739,3029.764300,3379.643602,9165.156192,1.000000,11.309105
0716,"23_0_0,22_2_0,4_0_0,11_0_0","17_0_0,19_2_0,7_0_0,9_0_0",21,730409002,0.375,0.283,0.143,0.198,0,0.571133,2.784404,6.651256,3.736262,5.851202,6.538028,1.000000,0.624440
0717,"17_1_0,19_0_0,18_0_0,11_0_0,1_0_0","17_0_0,22_0_0,14_0_0,9_0_0,2_0_0",24,67953084,0.280,0.228,0.166,0.326,0,0.917105,5.824469,5.934086,0.000100,0.000100,4.193088,1.000000,0.982571
0718,"18_0_0,2_1_0,21_0_0,21_0_0,1_0_0,4_0_0","14_0_0,1_1_0,11_0_0,9_0_0,2_0_0,7_0_0",24,308310342,0.339,0.175,0.221,0.265,0,0.852654,3.786005,4.937162,0.142778,3.396303,14.598640,1.000000,2.115497
0719,"23_0_0,4_1_0,18_0_0,24_0_0,1_0_0","23_2_0,7_1_0,14_0_0,24_3_0,2_0_0",21,273199861,0.362,0.208,0.298,0.133,0,2.411849,568.028713,204.313387,127.963724,216.294320,1751.714140,1.000000,1.378319
0720,"18_2_0,18_2_0,18_2_0,15_0_0,11_0_0,4_0_0","18_0_0,14_2_0,14_0_0,22_0_0,9_0_0,7_0_0",24,574275133,0.392,0.142,0.302,0.163,0,2.380903,4.618422,7.395091,2.228329,11.584706,21.417652,1.000000,2.226619
0721,"1_0_0,1_0_0,9_0_0,4_0_0,7_3_0","1_1_0,2_0_0,11_0_0,7_0_0,7_2_0",17,791399104,0.244,0.164,0.218,0.373,0,0.684012,2.115542,5.127150,0.663826,0.759521,5.618391,1.000000,0.305164
0722,"1_2_0,2_1_0,4_0_0,11_0_0","2_2_0,1_1_0,7_0_0,21_0_0",21,360642672,0.324,0.208,0.168,0.301,0,0.448941,9.731351,9.154070,8.003444,5.813295,37.482792,1.000000,2.158042
0723,"17_1_0,17_1_0,18_0_0,1_0_0,11_0_0","23_0_0,17_0_0,14_0_0,2_0_0,9_0_0",22,744659256,0.268,0.243,0.217,0.272,0,0.588309,2.869250,4.999011,0.000100,0.536797,2.315501,1.000000,1.371183
0724,"23_0_0,18_0_0,2_1_0,11_0_0","17_0_0,14_0_0,1_1_0,9_0_0",20,492108491,0.157,0.238,0.202,0.403,0,0.763325,23.207284,32.585575,39.328589,20.487394,20.358919,1.000000,0.650835
0725,"14_0_0","18_0_0",20,561682715,0.214,0.157,0.237,0.391,0,0.833425,8280.028389,10360.899365,1246.735140,2615.912382,17242.417328,1.000000,1.981401
0727,"15_0_0,13_0_0","22_0_0,16_0_0",20,194752834,0.318,0.193,0.257,0.231,0,0.540418,4.373405,5.054067,2.386221,1.733755,8.523731,1.000000,0.826433
0728,"19_0_0,19_0_0,23_0_0,18_0_0,18_0_0,18_0_0,4_0_0,1_0_0,11_0_0,11_0_0","15_0_0,22_0_0,17_0_0,8_0_0,20_0_0,14_0_0,7_0_0,2_0_0,9_0_0,21_0_0",21,258195469,0.304,0.070,0.261,0.365,0,0.752047,9009.515458,7454.613076,6003.407034,2824.901934,20115.178157,1.000000,0.754113
0729,"1_0_0,23_0_0,14_0_0","2_0_0,17_0_0,18_0_0",19,658625215,0.286,0.146,0.177,0.391,0,0.696396,30.428587,35.237561,7.855262,16.710168,60.829450,1.000000,0.253055
0730,"15_1_0,11_1_0","19_1_0,9_1_0",22,785075876,0.236,0.312,0.257,0.196,0,0.922252,2.067917,3.063141,2.546544,1.214874,2.675577,1.000000,2.245881
0731,"23_0_0,25_0_0,25_0_0,25_0_0,15_0_0,15_0_0,18_0_0,5_0_0,1_0_0","17_0_0,11_0_0,9_0_0,21_0_0,6_0_0,22_0_0,14_0_0,20_0_0,2_0_0",15,900745589,0.443,0.112,0.163,0.282,0,0.290311,4852.776124,6211.407454,0.000100,3464.675932,14819.458216,1.000000,1.459007
0732,"19_0_0,19_0_0,18_0_0","15_0_0,22_0_0,14_0_0",22,514138875,0.331,0.265,0.136,0.267,0,0.843962,5757.136377,10677.478477,2310.147618,9843.278411,10062.577754,1.000000,1.084908
0733,"18_0_0,11_0_0,1_0_0","14_0_0,9_0_0,2_0_0",22,453441184,0.369,0.110,0.271,0.250,0,0.471130,7.228755,8.273611,1.351442,0.000100,20.167772,1.000000,1.300920
0734,"24_1_0,18_0_0,1_0_0","24_0_0,14_0_0,2_0_0",21,271974531,0.221,0.286,0.171,0.322,0,0.779452,0.904694,0.894516,0.735233,0.319679,1.202504,1.000000,0.762151
0735,"4_0_0,1_0_0,11_0_0","7_0_0,2_0_0,9_0_0",22,199062589,0.352,0.195,0.213,0.240,0,0.805848,1.879624,2.203719,0.616104,1.449128,3.284077,1.000000,2.552631
0736,"18_0_0,1_0_0","14_0_0,2_0_0",25,932761369,0.146,0.267,0.226,0.362,0,1.611675,31.803057,34.165904,14.086288,0.000100,16.252030,1.000000,6.147410
0737,"13_1_0,18_0_0,11_0_0","13_0_0,14_0_0,9_0_0",21,919449142,0.447,0.170,0.117,0.266,0,0.854127,2277.733249,17650.263620,982.560385,20828.860118,24148.556200,1.000000,1.232216
0738,"18_0_0,4_0_0,1_0_0,11_0_0","14_0_0,7_0_0,2_0_0,9_0_0",22,263464720,0.287,0.265,0.138,0.310,0,0.845769,19.651655,42.923598,1.579021,25.692134,23.197030,1.000000,1.115311
0739,"15_0_0,1_0_0,1_0_0,11_0_0,4_0_0","22_0_0,3_0_0,2_0_0,9_0_0,7_0_0",21,434145036,0.218,0.194,0.160,0.428,0,0.432826,3871.628671,12520.341507,1089.995401,0.000100,5708.488447,1.000000,2.579652
0740,"19_0_0,18_0_0","15_0_0,14_0_0",23,573371828,0.273,0.140,0.205,0.382,0,3.082323,32643.561730,7583.664824,3633.101625,14901.134565,25135.182813,1.000000,0.966018
0741,"18_0_0,4_0_0,1_0_0,11_0_0","14_0_0,7_0_0,2_0_0,9_0_0",23,206505743,0.305,0.187,0.210,0.298,0,0.456745,0.478051,11.890459,1.464551,0.000100,5.007278,1.000000,3.509496
0742,"15_1_0,9_2_0,23_0_0,25_0_0,18_0_0,11_0_0","22_1_0,11_2_0,17_0_0,6_0_0,14_0_0,9_0_0",22,366525540,0.383,0.256,0.078,0.283,0,0.821040,0.070836,1.378218,0.268920,0.773331,0.829493,1.000000,3.328862
0743,"14_0_0,9_0_0","18_0_0,11_0_0",21,995213174,0.280,0.223,0.065,0.432,0,0.686294,1.216794,0.571180,0.000100,1.488199,1.334214,1.000000,0.972078
0744,"15_0_0,18_0_0,11_1_0","22_0_0,14_0_0,9_1_0",23,44922964,0.438,0.183,0.174,0.205,0,0.598084,102.450610,297.446417,200.640017,331.866935,1197.310347,1.000000,2.163751
0745,"18_0_0,11_0_0,14_1_0","14_0_0,9_0_0,18_1_0",25,130929476,0.306,0.227,0.077,0.390,0,1.676473,92.312313,294.715524,50.664829,231.308340,283.490088,1.000000,1.742996
0746,"2_3_0,2_1_0,21_0_0,11_0_0,1_0_0","1_3_0,1_1_0,6_0_0,9_0_0,2_0_0",20,320583191,0.308,0.263,0.112,0.317,0,0.630836,0.440876,4.096574,0.255082,1.730472,2.058109,1.000000,3.762640
0747,"19_0_0,19_0_0,19_0_0,18_0_0,1_0_0","6_0_0,11_0_0,9_0_0,14_0_0,2_0_0",19,257666366,0.385,0.181,0.141,0.293,0,0.402724,17.464876,23.478635,0.000100,2.053073,31.269450,1.000000,2.407360
0748,"18_0_0,11_0_0,11_0_0,1_0_0","14_0_0,9_0_0,21_0_0,2_0_0",23,45660487,0.278,0.282,0.242,0.198,0,0.603011,0.819913,2.472741,2.695942,0.959154,4.490393,1.000000,0.731857
0749,"1_0_0,11_0_0","2_0_0,9_0_0",20,541676623,0.250,0.154,0.213,0.384,0,0.214696,17572.462556,5353.767922,1983.576972,16781.000673,34414.535224,1.000000,0.969703
0750,"21_1_0,21_1_0,21_0_0,21_0_0,1_0_0","11_1_0,9_1_0,11_0_0,9_0_0,2_0_0",24,929940781,0.362,0.155,0.262,0.222,0,0.912398,2.863435,4.930898,0.000100,3.829826,5.193434,1.000000,4.186639
0751,"23_0_0,25_0_0,25_0_0,25_0_0,18_0_0,1_0_0,4_0_0","17_0_0,25_1_0,11_0_0,9_0_0,14_0_0,2_0_0,7_0_0",23,637409454,0.248,0.095,0.308,0.349,0,0.868966,3.296715,4.355493,0.700335,2.871556,13.520397,1.000000,0.837121
0752,"NA","NA",18,717078389,0.262,0.225,0.142,0.371,0,0.157701,3.166958,2.948861,0.000100,3.328657,5.993611,1.000000,0.360624
0753,"18_0_0,1_0_0,11_0_0","14_0_0,2_0_0,9_0_0",25,852687278,0.265,0.230,0.138,0.367,0,1.035259,1787.152784,3368.735767,1695.108527,2787.183676,4217.769032,1.000000,2.325241
0754,"11_0_0,7_1_0","9_0_0,7_0_0",25,848686530,0.365,0.195,0.240,0.200,0,1.408752,2.272627,7.963756,1.311615,0.954353,6.309353,1.000000,0.863365
0755,"18_0_0,1_0_0","14_0_0,2_0_0",23,892942468,0.216,0.224,0.255,0.305,0,0.930074,8.333505,15.489814,5.741518,2.330046,16.741534,1.000000,2.087641
0756,"23_0_0,18_0_0,11_0_0,4_0_0","17_0_0,14_0_0,9_0_0,7_0_0",22,2808513,0.251,0.214,0.226,0.309,0,0.535480,8.478082,24.852082,1.597848,6.346085,5.434182,1.000000,0.925130
0757,"9_0_0,15_0_0","11_0_0,22_0_0",23,156203160,0.395,0.187,0.240,0.179,0,1.425544,0.652893,1.729924,0.808384,0.489177,1.180651,1.000000,0.450622
0758,"15_1_0,9_2_0,18_0_0,11_0_0,4_0_0","22_1_0,11_2_0,14_0_0,9_0_0,7_0_0",24,695100207,0.394,0.144,0.164,0.298,0,1.002132,3547.312578,3397.960901,1602.311254,4747.392575,9701.649374,1.000000,1.510976
0759,"18_0_0,11_0_0","14_0_0,9_0_0",18,16432723,0.328,0.087,0.193,0.392,0,0.269339,335.640786,633.441342,87.148151,2350.262143,2569.029423,1.000000,1.047809
0760,"18_0_0,4_0_0,11_0_0","14_0_0,7_0_0,9_0_0",21,237788570,0.398,0.130,0.149,0.323,0,1.011492,9.828195,10.057346,1.222704,7.502743,10.404400,1.000000,1.108963
0761,"18_2_0,19_0_0,19_0_0,18_0_0,18_3_0,11_0_0,1_0_0,4_0_0","14_2_0,22_1_0,22_0_0,14_0_0,14_3_0,9_0_0,2_0_0,7_0_0",23,150782176,0.307,0.128,0.206,0.359,0,0.631191,4.496618,12.361601,0.698665,0.370010,3.986478,1.000000,1.264231
0762,"13_1_0,23_0_0,18_0_0,11_0_0","13_0_0,17_0_0,14_0_0,9_0_0",25,693499254,0.332,0.183,0.215,0.269,0,0.878811,2676.752006,3719.051128,1371.835816,817.615140,6176.664041,1.000000,1.808944
0763,"15_1_0,18_0_0,23_4_0,1_0_0,25_0_0,11_0_0,14_6_0,4_0_0","19_1_0,14_0_0,17_4_0,2_0_0,25_2_0,9_0_0,18_6_0,7_0_0",23,104481936,0.388,0.172,0.118,0.322,0,0.795403,5.484776,12.157865,4.234347,4.888638,15.527366,1.000000,2.431680
0764,"NA","NA",25,560382534,0.280,0.203,0.154,0.363,0,2.916118,907.279204,2987.803536,1084.096506,1177.774718,3640.851085,1.000000,0.396336
0765,"23_0_0,15_0_0,18_0_0,2_1_0,1_0_0,11_0_0,4_0_0","17_0_0,22_0_0,14_0_0,1_1_0,2_0_0,9_0_0,7_0_0",19,67079857,0.460,0.193,0.226,0.121,0,0.567803,20.085702,33.723346,9.699305,30.541981,235.882531,1.000000,1.254305
0766,"NA","NA",24,314562851,0.300,0.175,0.233,0.292,0,3.728009,3455.759102,8351.204953,3770.226900,3179.729097,13543.087259,1.000000,0.901542
0767,"11_0_0","9_0_0",21,141667061,0.330,0.280,0.146,0.245,0,0.444234,0.146286,2.728085,0.000100,0.853208,0.908401,1.000000,1.760450
0768,"23_1_0,18_0_0,1_0_0,14_1_0","17_1_0,14_0_0,2_0_0,18_1_0",25,732747190,0.334,0.161,0.189,0.316,0,0.989523,6886.833573,9243.268453,2798.731849,7507.438284,23527.205498,1.000000,1.999364
0769,"18_0_0,13_0_0,1_0_0,11_0_0","14_0_0,13_2_0,2_0_0,9_0_0",22,283700833,0.317,0.116,0.102,0.465,0,0.899260,5699.859796,2488.561172,0.000100,4766.225066,2761.361809,1.000000,2.746642
0770,"19_0_0,18_0_0,1_0_0,11_0_0","22_0_0,14_0_0,2_0_0,9_0_0",23,692913786,0.429,0.118,0.185,0.268,0,1.578924,2.092460,0.845609,2.107722,1.534700,6.725325,1.000000,3.241999
0771,"4_1_0,18_0_0,15_0_0,21_0_0,21_0_0","7_1_0,14_0_0,22_0_0,11_0_0,9_0_0",22,69395566,0.367,0.233,0.150,0.250,0,0.581316,2557.361695,5332.008676,1670.498647,669.400585,7321.897526,1.000000,2.362514
0772,"11_0_0","9_0_0",23,818156680,0.237,0.263,0.304,0.197,0,0.649863,1.614729,2.044050,2.148672,0.437088,2.795507,1.000000,2.397759
0773,"14_1_0,14_0_0","18_1_0,18_0_0",17,980130314,0.265,0.227,0.225,0.282,0,0.507028,12512.126827,13193.879272,13863.523765,11111.387954,34201.200687,1.000000,5.385762
0774,"9_0_0","11_0_0",20,285254987,0.425,0.196,0.207,0.171,1,15.591857,0.000100,11.882836,7.472476,4.384410,37.423304,1.000000,0.190464
0775,"19_0_0,11_0_0,2_0_0","22_0_0,9_0_0,1_0_0",16,60795598,0.454,0.154,0.111,0.280,0,0.678830,0.260003,1.328925,0.000100,5.522163,2.347515,1.000000,0.934592
